tweet,label_emotion,label_sentimen,label_hate
kamu belum lahir bong tanya sama ibu kamu biar jelas partai komunis indonesia itu zaman soekarno bong lanjut ke orde baru lalu di basmi bisa jadi salahsatunya keluarga ya,anger,negatif,1
jangan di viralkan sebentar oposisi yang biasa nyinyir kejang sakit jantung kalau sakit hati memang sudah kronis sulit untuk sembuh,fear,negatif,1
tertawa saya lihat tertawa,happy,positif,0
saya coba hubung yang di cakung dan minta di wa balik untuk tanya prosedur beli sudah hari sejak jumat tidak difollow up apakah demikian service maksindo,anger,negatif,0
teman nya laki saya almarhumah tahun tinggal waktu pada hidup ngintil saja mana laki alh saya mlangkah ikut suka nlpon nelpn kantor panjang katakata nya suami almarhumah waktu jatuh cinta kasihan tidak bisa dtang di rmah duka rumah sakit husada orang nya senang tertawa comblang laki ku hdhhh sedih,sadness,netral,0
woah buat urus fitnah dimusuhin buat tidak mau sekolah gara tidak ada uang yang mau teman trauma tiap minggu malam karena besok pagi sekolah buat malu di depan banyak orang aku sudah lewat itu semua,sadness,netral,0
rencana tidak pulang mau garap proyek nyata tidak sentuh sama sekali tahu begini adalah pulang weh dari minggu kemarin hem hikmah ramadan mungkin memang perlu lewat ini ya buat ajar saja,sadness,netral,0
turut dia tindak itu bukan leceh seksual benar kan kata saya ilmu pada tidak dapat jadi tidak erti deh apa apa saja yang masuk leceh sexual,sadness,netral,0
dear saya kirim dokumen penting dari jakarta susilo bambang yudhoyono makanya saya pakai iya kirim senin juni harus sampai selasa juni sekarang sudah hari rabu kenapa belum sampai juga kan bikin emosi saya sudah bayar lebih pakai iya kenapa tidak sampai hari nomor resi saya,anger,negatif,0
yaelah kamu pasti dari partai sapi kurang kelon kamu junjung kamu tidak punya nyali kalah sama ahok berani hadap kasus lebaran telah tiba jik pulang atau tidak ada peler,anger,negatif,1
ada mama murid yang rikues anak masuk di kelas saya di saat yang sama banyak murid yang putus asa ketika tahu bakal masuk di kelas saya karena rumor yang edar saya guru galak,sadness,netral,0
siapa yang laku itu ke aku ya temanteman yang paling banyak adalah perempuan juga sudah tidak heran lihat perempuan dijahatin sama perempuan aku pun alami,sadness,netral,0
tapi sekarang ini entah sejak kapan pikir saya ubah kalau saya pikir untuk bagi hal yang gila saya akan pikir x untuk tulis di twitterig kenapa jempol warganet tidak bisa kalah,fear,negatif,0
nah yang terlalu adalah kalau ada pjbt eselon yang salah laksana atas suatu salah dokumen yang dia ttdparaf istilah tidak mau salah padahal tugas jabat itu ya neliti dokumen belum dittdparaf dan tgjawab atas isi,anger,negatif,0
jadi kayak balik begitu dulu media sosial jadi escape buat saya ekspresiin gila sekarang hubung media sosial jadi lebih seram dari dunia nyata eh jadi dunia nyata yang saya jadi escape dari media sosial,fear,negatif,0
nama juga sengkuni pak janji mau jalan kaki yoyakarta jakarta juga tidak dipenuhisengkunisengkuni,anger,negatif,0
ku sadar satu pilih ku sama di tempat ini jalan hari dengan semangat yang baru walau tidak indah yang ku harap tidak buruk yang ku bayang ku tetap diri jalan hari penuh warna yang erti pasti pada nyanyi,happy,positif,0
maklum pakjakarta itu sarang gerombol radikal tapiditinggal kabur pentol ke makkah,anger,negatif,1
duka karena tidak mampu kata sedih ku karena sakit ku iniserius seriuscumatulisan tulisandarilubuhhati hatiyangcukupdalam tapigakdalamdalambanget emot mekkel ok,sadness,netral,0
enak ya metal bong tidur di hotel prodeo di pecat ibu mega haha makanya jangan sok metal kamu selesai hidup kamu jerat ott partai demokrasi indonesia juang pecat bupati purbalingga lewat,anger,negatif,1
waktu indonesia bagi barat saya benar benar hilang sosok laki laki yang rawat saya dari kecil didik saya rawat saya lindung saya dan saya benar benar hilang moga tenang di sana moga anak ini bisa jadi anak yang guna,sadness,netral,0
video yang di atas yang tulis dulu itu pas kapan di indonesia lawyers club juga ya bahas tentang apa itu iya kecewa sama pak mahfud islamselamatkannegeri sedihrasanya,sadness,netral,0
boi ini gimane ini wifi ganggu melulu jangan mau kalah lah sama indie home kalau sampai besok masih ganggu saya pakai indie home saja lah,anger,negatif,0
baca buku ini di awal senyum ditengahtengah senyum miris akhir senyum pasrah terima kasih bung bukugariswaktu fiersabesari,happy,positif,0
tidak heran sih sama driver gocar yang keluh macet sama kayak saya keluh pas lagi kerja serah deh pak saya pura tidak dengar cape juga soal,anger,negatif,1
mardani diam tidak bisa jawab makanya masyarakat cerdas janganpilihpartaioposan sesat,anger,negatif,1
itu penting materi kode etik ajar sejak sekolah dasar atau minimal ilmu ilmu dasar untuk buat baik sopan atur lah kalau tidak ya jadi kayak begitu bablas tidak peka ada saya lupa dulu buku atau pkn atau sosum bahas apa ya ada sih kesana tapi tidak khusus jadi tidak kena,fear,negatif,1
pas masuk sudah bilang ya soal saya bingung ke sana di mana macet aduh kenapa juga ambil order saya pak ini belum jam kantor pulang kamu macet juga lampu merah saja jalan belum tau cikampek sama jorr ini,anger,negatif,0
nama anis sudah selesai si walaupun belum official lagi dalam masa bahagia banget karena sudah lulus tapi masih sendiri ya kali ada yang pesona,happy,positif,0
mbak bulan oh mbak bulan datang sekarang saja ya jangan tanggal seperti biasa kalau kamu datang seperti biasa nanti mungkin ikut salat iednya mbak kibul,fear,negatif,0
ambi siang ini buka situs online trading sekuritas lihat indeks saham warna warni terus klikklik cantik bego ke klik tombol buy submit dan sukses,happy,positif,0
cont ajar prinsip pegang prinsip lebih teguuhh karena goda yang bikin goyah integritas nyata banyak bro senang bisa teman dengan banyak tipe harga ajar lebih dewasa tidak gampang pundung bahagia tiap ada wkwk karakteristik ajar paham,happy,positif,0
ada korban sexualharassment berani speak up bahkan dibully bilang lebih ironis tidak sedikit kaum hawa yang ikut nyinyir kayak kalian biasa dikirimin foto titit deh empati buat sama cewek jadi tidak ada saveviavallen,anger,negatif,0
damai tai kamu soekarno yang bubar partai islam masyumi zaman pak soeharto di boleh kembali masyumi jadi keluarga besar bulan bintang lalu partai bulan bintang bego dungu sok tahu cebong,anger,negatif,1
ada cewek kena sexual harassment dan dia berani buat speak up eh bahkan nyinyir yang nyinyir cewek juga huhu heran deh sama warganet mata dia semua serba salah dasar cebong,anger,negatif,0
orang oldmoney datang ke kandang pakai sederhana cuma kaos oblong dan celana training mau juga keliling kandang buat pilih sapi tapi sekali transaksi capai sama yang epic lagi beliau orang taat ibadah dan royal punya anak masih gadis tidak pak,happy,positif,0
gara jadi googling berita ini tapi belum ada yang confirm duhhh nanti berita ini benar pasang favorite ku dari jaman dahulu kala,happy,positif,0
baru lihat dan benerbener dengar cara seksama nissa dengan sabyan nya yang lagi naik daun itu asli tidak ada rusakrusaknya itu suara flawless bening benerrr kayak gelas beling habis cuci pakai sunlight jadi bersih sinar begitu deh heran,love,positif,0
innalillahi wa inna ilaihi rajiun kabar duka kembali limut aceh waris sultan aceh teungku putro safiatuddin cahaya nur alam kabar tinggal dunia di kota mataram nusa tenggara barat ntb rabu sekira pukul wita,sadness,netral,0
yang ingin si tapi asa sulit sekali gapai yang sudah dapat anugerah jalan mudah untuk si bahkan tidak mau ya allah kok begini dunia ini engkau cipta,sadness,netral,0
lambat laun kok makin tidak jelas dan makin kurang ajar saya sabar jujur ya saya tidak pernah dan tidak mau cara frontal maki orang saya bilang baik nasihat cara adik,anger,negatif,1
pernah suatu ketika tetangga depan rumah saya tidak sengaja brpapasan pas saya mau keluar rumah suddenly dia kedip mata ke saya diiiiiiiiiihjijik banget ya allaaaaah,anger,negatif,1
walaupun sakit hati tapi saya tahan untuk tidak serang balik dengan maki pantang saya bicara frontal bisa mungkin saya tahan dan ngeblokir adalah solusi yang sangat tepat,anger,negatif,0
langsung ku blok saja ya maaf ini bagi teman teman yang sudah pilih jalan sendiri tidak jangan lah kayak begitu kita ada jalan masing masing lah jujur sedih aku lihat alat musik di hancur begitu,sadness,netral,0
bukan simpat aku lihat akun kayak begitu bahkan jadi seram bahkan jadi takut soal video dia hancur dengan cara brutal dengan cara pakai kampak terus di posting begitu sedih kali lah lihat,fear,negatif,0
ntan busuk banget teman kok kamu begitu aku busuk ini terus sadar sudah minta maaf tidak dimaapin ini ya sudah terus saja aku busuk dan tidak pernah bisa fermentasi ke hal baik lagi makanya sekarang biar lah aku hidup gelimang karma dari kalian,anger,negatif,1
lagi sibuk edit konten di ruang tunggu tapi kok kumpul nenek di depan saya seru banget ya mereka lagi ghibah nyata hal ini tunjuk bahwa kapan dan mana ghibah itu asyik,happy,positif,0
mobilelegendsbangbangid main di brawl langsung saja change pimpin top kill dengan mvp sekaligus memang ini hero ggwp hero baru di normal server ini top lah lebih top soal hero mage adalah role suka saya selain hero tank suka di skill nya itu lah buff lagi deh,happy,positif,0
ada waktu sayang ubah jadi butuh perhati ubah jadi erti percaya ubah jadi yakin itu semua akan jadi kalau kamu dan dia saling lengkap tidak cari kurang tidak cari salah tidak cari yang lebih,love,positif,0
anak jaman now tidak tahu kalau dulu mau testimonial dibalesnya minggu mana harus bikin uniform resource locator sekarang dekat tinggal match nomor match di kinder senang recehkantwitter,sadness,netral,0
ijazah dadak selip itu langsung tiba bayang juang kampus teliti skripsi adik el el memang ya harus tidak ada dulu baru asa,sadness,netral,0
kadang ingin begitu balik lagi jadi anak sdpulang sekolah tidur siangbangun main harvest bulan psi man sampai pikir ina inu,sadness,netral,0
tolong cerah kah saya sudah lapor ke hotline dan mention kesini tapi tracking paket saya bahkan ke purwokerto itu tuju paket saya kaimana papua barat buka kalimanah purbalingga salah a di pihak anda yang salah,anger,negatif,0
kasihan karyawan bapak ini mau lebaran bahkan jatuh sakit dan masuk rumah dan sekarang mudik terlalu cepat ke kampung halaman gusti allah kadang beri hal yang tidak pikir oleh manusia bagai manusia ya cuma bisa terima,sadness,netral,0
hilang lagi salah satu karyawan dan tepat belum lebaran kembali lagi aku pusing untuk cari ganti karena cari karywan di pabrik tahu susah banding cari orang untuk jadi tukang parkir,sadness,netral,0
masih juga bego dia hukum atau tembak tidak masalah dan tidak ada yang bela nah si bangsat cabul kabur padahal yang bela juta orang tolol masih tidak berani juga balik kenapa kalau waras pikir pasti kamu tahu jawab,anger,negatif,1
masih belum biasa dengan twit mereka pakai english but terima kasih kamu for make it easier to tonton them,happy,positif,0
terima kasih sudah tertawa moga jadi amal saleh bulan mulia bisa buat sama hamba tertawa bahagia,happy,positif,0
antre di bank situasyen mbak dapat nomor antre berapa buk ini ambil saja nomor antre biar cepat dalamhati rezeki anak baik,happy,positif,0
apa sebut yang pas untuk pasang muda anak tinggal di rumah orang tua cewek anak jaga ibu selagi mereka kerja eh pas lebaran bahkan tinggal ke rumah mertua belum salat idulfitri dan sungkem moga besar pahala yang kasih ke ibu woi anak sadar seperti,anger,negatif,0
banyak sekali mualaf yang baru ajar islam tahun tapi ilmu agama sudah luar biasa tapi saya yang dari kecil muslim ilmu agama jauh banget ya ini nama malu banget,sadness,netral,0
tidak perlu ada ligabagaimana sepak bola indonesia bisa maju kalau mau kayak begitu terusmau perang adalah di gaza sanahmati kamu masuk sorga,anger,negatif,1
walaupun lebaran masih lama nuansa maaf maaf sudah sebar mana tadi ke atmkatanya maaf saldo anda tidak cukup saya coba telfon teman eh operator juga minta maaf kata maaf pulsa anda tidak cukup untuk laku panggil ini recehkantwitter,sadness,netral,0
ini yang nama ide pihak ala lalu program unggul oke ngoce libat banyak warga untuk isi tong sampah biar sampah jakarta asa sampah jerman karenasampahjakartabedasampahjerman,anger,negatif,0
bahkan kamu harus tanya ke instagram nya langsung yang hapus yang punya akun atau dari bijak ignya pasti jangan melulu salah rezim kalau nyata bukan akibat rezim itu sebentar masuk fitnah dan,anger,negatif,0
harap aku ke dokter kasih salep buat yang lebam birueehhh bahkan dkshnya obat nyeri tabletvitamin padahal tensi darah aku normal tetap saja salep adalah tidak kasih sama dokter,sadness,netral,0
jaman dulu panggil nama sama cewek yang di suka saja sudah gemetar kalah tes pantokhir akmil lah sekarang kalau tidak pap tt kata tidak sayang sadar oi dia itu cewek yang usaha mati mati di bahagiain ayah jangan kamu rusak begitu saja buat turut nafsu kamu oldmoneygakngerasain,anger,negatif,0
andai idmy takyah guna pasport malam ini saya deh sampai my lagi itu hidup selalu hadap dengan pilih mau tidak mau salah satu harus rela,sadness,netral,0
benar teknik lumayan tapi aneh banget pas di inter passing sering salah dribbling tidak bagus crossing tidak bagus keypass awal saja lanjut tebak apa a waste of skill,sadness,netral,0
kalau ada yang anggap besar is cantik terus kami pikir besar is awal mula bagai sakit sahsah saja lah kalau singgung janganjangan memang tidak yakin sama percaya mau tuju tapi sudah lanjur,fear,negatif,0
dan bukan yang bilang koalisi tanpa syarat lalu koar tidak akan bagi jatah menteri nyata bahkan partai politik yang mula non koalisi bedol dengan kasih jbtn menteri,anger,negatif,1
demi apa kalau saya punya pc ban agus saya trade langsung ini sama sih mas,happy,positif,0
selamat ulang tahun kak renoo wkwk moga kita bisa temu lagi di satu kelompok kalau sama reno gppa deh moga bahagia dan sejahtera selalu sama adik oza hehe,happy,positif,0
congratulations on your st holly communion xellent mommypapa ompungunty tulang bou udah xaviera are sok happy to be able to witness dan accompany kamu on this spesial day moga xellent tumbuh jadi anak yang senang hati tuhan jadi salur berkat bagi banyak orang,happy,positif,0
buat yang teriak teriak ganti presidengimana pulang kampung naik kereta apibagus kan stasiun keretakereta api juga bagus ber ac semuacoba tahun yang lalubanyak copetnyaaahh banyak calonyaaahh,anger,negatif,1
kalau fadli zhon mau tahu apa relepansi nya banyak alas bisa kita carimisalnya undang undang terorisme yang di godok di dewan wakil rakyat kok bego,anger,negatif,1
gapapaaaa saya sudah usaha untuk belum lebaran dari kapan tahu tapi dospem bahkan ke luar negeri pas tanggal tanggal sidang kering sudah air mata ini,sadness,netral,0
ini case yang dua belum saya sempat kena tipu dan account saldo gopay saya hangus perlu ada tingkat security lagi supaya tidak jadi terus seperti ini,sadness,netral,0
